,1_times_lag10,2_times_lag10,test_percentage
0,9.472535,10.121594,0.0771999999997206
1,9.132678,10.410242,-10.785099999999602
2,7.245822,8.424028,36.36859999999979
3,0.99368733,1.5815831,14.503799999999956
4,-0.51039875,-1.6892416,-30.80529999999999
5,5.148453,4.8344407,1.300000000000182
6,6.6367216,4.9216013,10.68939999999975
7,-1.8900115,-2.4354165,10.029899999999998
8,15.607362,11.987364,-4.7466999999996915
9,21.25281,18.58383,-2.7231000000001586
10,16.551216,14.766543,-18.677999999999884
11,11.636014,9.291746,8.996799999999894
12,1.7258265,2.0475185,33.65990000000011
13,5.3786983,7.8094974,35.66369999999961
14,-2.4583433,3.4402862,17.99770000000035
15,-5.0277905,-4.1836376,49.17459999999983
16,7.7932296,10.921619,-1.3683999999998377
17,-2.8438392,-0.7777058,-37.31489999999985
18,0.3545127,1.0340528,71.97159999999985
19,8.131325,4.862007,1.289299999999912
20,0.5295794,4.7907586,5.572999999999865
21,13.798882,7.621274,-9.417699999999968
22,3.7481182,5.6575108,52.42500000000018
23,11.889316,11.021502,157.05719999999974
24,15.818383,16.615023,-19.767100000000028
25,0.20023882,2.8619716,12.307900000000245
26,-12.968881,-10.341626,-12.870400000000245
27,10.679176,10.766957,53.051200000000335
28,21.087101,17.78801,33.57049999999981
29,22.38024,25.437283,26.671100000000024
30,17.377644,14.983855,47.852499999999964
31,25.279413,23.386517,4.31880000000001
32,4.7695665,8.253065,-136.55650000000014
33,4.3114653,9.284404,57.13110000000006
34,24.267233,27.992826,33.314800000000105
35,24.817245,27.818825,-33.35599999999977
36,32.391148,34.47177,-36.26630000000023
37,1.941399,6.36354,31.066200000000208
38,-2.4467094,2.6427217,74.66640000000007
39,-8.536335,-9.865198,-5.442600000000311
40,3.5770147,-2.215957,-0.3346999999998843
41,9.257481,12.83452,10.814699999999903
42,16.863224,15.854273,2.6937000000002627
43,5.3239894,4.0299172,-61.11740000000009
44,10.847351,10.001296,-45.93589999999995
45,9.637911,5.9141364,25.624199999999746
46,20.917397,21.387308,-27.77619999999979
47,6.6884785,4.0470057,95.8145999999997
48,14.382353,16.88575,79.60300000000007
49,5.8007116,9.610202,6.461700000000292
